Name	Desc	Id	Title	Kind	Camp	Treasure	Portrait	ClientOnly	CorpseIdx	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	AttackFrame	ClassName	AIParam	SkillParam	PropParam	ScriptParam	WalkSpeed	RunSpeed	VisionRadius	ActiveRadius	ReviveFrame	DropRateFile	AIMaxTime	HeadPic	NoBoss	BloodType	LastAttackCalcType	AssignMode
Kim Tá Nạp Tư	Kim Tá Nạp Tư	981		3	5	2				enemy067	0	0	0	0	0	36	36	20	11	10	27	jinzuonasi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy072.spr	1			
Kiều Nữ Nạp Tư	Kiều Nữ Nạp Tư_Đối thoại	982		3	5	2				enemy137	0	0	0	0	0	36	36	20	11	10	27	qiaonvnasi		sk	pp	sc	6	6	400	700	510		18		1			
Người Kim	Người Kim_Cửu Nghi Khê	983		0	5	1				enemy112	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy112.spr	1			
Thủ Lĩnh Người Kim	Thủ Lĩnh Người Kim_Cửu Nghi Khê	984		0	5	1				enemy112	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity6	sc	6	6	400	700	510		18		1			
Tuần Kiểm Sứ	Khâm Định Tuần Kiểm_Tây Hạ	985		3	5	2				passerby070	0	0	0	0	0	36	36	20	11	10	27	xunjianshi		sk	pp	sc	6	6	400	700	510		18	passerby070	1			
Lý An Toàn	Lý An Toàn_Hoàng Cung	986		3	5	2				passerby064	0	0	0	0	0	36	36	20	11	10	27	lianquan		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy163.spr	1			
Thủ Lĩnh Người Kim	Thủ Lĩnh Người Kim_Cửu Nghi Khê	987		3	5	2				enemy112	0	0	0	0	0	36	36	20	11	10	27	jinguorenshouling		sk	pp	sc	6	6	400	700	510		18		1			
Bích Quang Thiền Sư	Bích Quang Thiền Sư	988	Chủ Trì	3	5	2				passerby043	0	0	0	0	0	36	36	20	11	10	27	biguangchanshi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy012.spr	1			
Phó Kỳ Chủ	Phó Kỳ Chủ_Đối thoại	989	Chủ Sứ	3	5	2				enemy145	0	0	0	0	0	36	36	20	11	10	27	fuqizhu		sk	pp	sc	6	6	400	700	510		18		1			
Đệ Tử Đường Môn Mê Loạn	Đệ Tử Đường Môn Mê Loạn	990		0	5	1				enemy017	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity5	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy127.spr	1			
Phó Kỳ Chủ	Phó Kỳ Chủ_Chiến đấu	991	Chủ Sứ	0	5	1				enemy145	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity4	sc	6	6	400	700	510		18		1			
Cách Tang Bình Thố	Cách Tang Bình Thố	992	Đại Thủ Ấn	3	5	2				passerby045	0	0	0	0	0	36	36	20	11	10	27	gesangpingcuo		sk	pp	sc	6	6	400	700	510		18		1			
Ma Âm Cổ	Ma Âm Cổ	993		0	5	1				enemy134	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity5	sc	6	6	400	700	510		18		1			
Kẻ Nghe Lén	Kẻ Nghe Lén	994		0	5	1				enemy116	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity6	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby064.spr	1			
Lão Tô Đầu	Lão Tô Đầu_Điểm Thương Sơn	995		3	5	2				enemy118	0	0	0	0	0	36	36	20	11	10	27	laosutou		sk	pp	sc	6	6	400	700	510		18		1			
Sưu Hồn Linh	Sưu Hồn Linh	996		0	5	1				enemy143	0	0	0	0	0	36	36	20	11	10	27		activenormal	sk	intensity5	sc	6	6	400	700	510		18		1			
Đệ Tử Ngũ Độc Giáo	Đệ Tử Ngũ Độc Giáo_Hòa Bình	997		0	0	1				enemy123	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity3	sc	6	6	400	700	510		18		1			
Tăng Nhân	Tăng Nhân	998	Bích Quang Thiền Viện	0	0	1				enemy007	0	0	0	0	0	36	36	20	11	10	27		stup	sk	pp	sc	6	6	400	700	510		18		1			
Khổng Khánh Hạ	Khổng Khánh Hạ	999	Phó Kỳ Chủ	3	5	2				enemy041	0	0	0	0	0	36	36	20	11	10	27	kongqinghe		sk	pp	sc	6	6	400	700	510		18		1			
Diêm Thương	Diêm Thương_Thục Cương Sơn	1000		0	5	1				enemy121	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18		1			
Điệp Phiêu Phiêu	Điệp Phiêu Phiêu_Hoàng Hạc Lâu	1001		3	5	2				enemy023	0	0	0	0	0	36	36	20	11	10	27	diepiaopiao		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy023.spr	1			
Thủ Lĩnh Lưu Khấu	Thủ Lĩnh Lưu Khấu Đối Thoại_Hoàng Hạc Lâu	1002		3	5	2				enemy073	0	0	0	0	0	36	36	20	11	10	27	liukoushouling		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy055.spr	1			
Vạn Tương	Vạn Tương_Hoàng Hạc Lâu	1003	Chưởng môn Hình Ý Môn	3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	wanxiang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy008.spr	1			
Huyết Ảnh	Huyết Ảnh_Kê Quán Động (Chiến đấu)	1004	Ảnh Tử Hội	0	5	1				enemy115	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity3	sc	6	6	400	700	510		18		1			
Lão Tô Đầu	Lão Tô Đầu_Điểm Thương Sơn	1005		0	5	1				enemy118	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy110.spr	1			
Đường Bất Hàm	Đường Bất Hàm_Đạo Hương Thôn	1006	Chủ Tiệm Muối	3	5	2				passerby107	0	0	0	0	0	36	36	20	11	10	27	tangbuxian		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy050.spr	1			
Nhiếp Văn Thành	Nhiếp Văn Thành_Kiếm Môn Quan	1007	Hộ Quan Thống Soái	3	5	2				enemy158	0	0	0	0	0	36	36	20	11	10	27	niewencheng		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy158.spr	1			
Lưu Hải	Lưu Hải_Bang Nguyên Bí Động (Chiến đấu)	1008		0	5	1				enemy041	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy041.spr	1			
Đạo Thông Chân Nhân	Đạo Thông Chân Nhân_Chiến đấu	1009		0	5	1				enemy049	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy049.spr	1			
Đại Tướng Bắc Doanh	Đại Tướng Bắc Doanh	1010		0	5	1				enemy084	0	0	0	0	0	24	26	20	10	20	27		activenormal	sk	intensity3	sc	7	7	400	700	1		18	\image\item\other\sculpt\enemy049.spr	1			
Đại Tướng Nam Doanh	Đại Tướng Nam Doanh	1011		0	5	1				enemy084	0	0	0	0	0	24	26	20	10	20	27		activenormal	sk	intensity3	sc	7	7	400	700	1		18	\image\item\other\sculpt\enemy049.spr	1			
Hứa Lão Bá	Hứa Lão Bá_Kiếm Môn Quan	1012	Sư Phụ Hỏa Khí	3	5	2				passerby106	0	0	0	0	0	36	36	20	11	10	27	xulaobo		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby065.spr	1			
Khán Thủ Đội Trưởng	Khán Thủ Đội Trưởng_Điểm Thương Sơn	1013		0	5	1				enemy014	0	0	0	0	0	24	26	20	10	20	27		activenormal	sk	intensity5	sc	7	7	400	700	1		18	\image\item\other\sculpt\enemy032.spr	1			
Tiểu Mã Ca	Tiểu Mã Ca	1014	Trinh Sát Nghĩa Quân	3	5	2				passerby072	0	0	0	0	0	36	36	20	11	10	27	xiaomage		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby071.spr	1			
Huyết Ảnh	Huyết Ảnh_Kê Quán Động (Đối thoại)	1015	Ảnh Tử Hội	3	5	2				enemy115	0	0	0	0	0	36	36	20	11	10	27	xueying		sk	pp	sc	6	6	400	700	510		18		1			
Đạo Ẩn	Đạo Ẩn_Mật Thất	1016		0	5	1				enemy051	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy051.spr	1			
Đạo Huyền	Đạo Huyền_Mật Thất	1017		0	5	1				enemy050	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy050.spr	1			
Hỏa pháo	Hỏa pháo_Kiếm Môn Quan	1018		3	5	2				passerby141	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18	passerby050	1			
Đội Trưởng Ô Man	Đội Trưởng Ô Man	1019		0	5	1				enemy110	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy110.spr	1			
Nụ Hoa Phật Lệ	Nụ Hoa Phật Lệ	1020		3	5	2				passerby125	0	0	0	0	0	24	26	20	24	26	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	passerby122	1			
Đạo Nhân Thủ vệ	Đạo Nhân Thủ vệ	1021		0	5	1				enemy051	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy051.spr	1			
Cường Nõ	Cường Nõ_Kiếm Môn Quan	1022		3	5	2				passerby159	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy107.spr	1			
Chung Tường	Chung Tường_Cửu Nghi Khê	1023	Mật Sứ Ngũ Độc Giáo	3	5	2				passerby078	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18		1			
Xà Vương	Xà Vương_Mê Cung Sa Mạc	1024		3	5	2				ani017	0	0	0	0	0	36	36	20	11	10	27			sk	pp	sc	6	6	400	700	510		18	passerby016	1			
Xà Vương	Xà Vương_Mê Cung Sa Mạc	1025		0	5	1				ani017	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy099.spr	1			
Xác Đệ Tử Đường Môn	Xác Đệ Tử Đường Môn_Điểm Thương Sơn	1026		3	5	2				passerby118	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18	passerby131	1			
Bảo Hạp	Bảo Hạp_Đường Môn	1027		3	5	2				passerby122	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18	passerby131	1			
Tam Thúc Công	Tam Thúc Công	1028		3	5	2				passerby105	0	0	0	0	0	36	36	20	11	10	27	sanshugong		sk	pp	sc	6	6	400	700	510		18		1			
Biệt Viện Khán Thủ	Biệt Viện Khán Thủ_Đường Môn	1029		0	5	1				enemy017	0	0	0	0	0	24	26	20	10	20	27		activenormal	sk	intensity2	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy005.spr	1			
Từ Lương	Từ Lương_Chiến đấu	1030		0	5	1				enemy053	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity6	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
Từ Lương	Từ Lương_Đối thoại	1031		3	5	2				enemy053	0	0	0	0	0	36	36	20	11	10	27	xuliang		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy063.spr	1			
Như Ảnh	Như Ảnh	1032	Ảnh Tử Hội	0	5	1				enemy124	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc	activenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18		1			
Gấu Hoang	Gấu Hoang_Kiếm Các Thục Đạo 	1033		0	5	1				ani018	0	0	0	0	0	36	36	20	11	10	27		activenormal	singleskillfist	intensity0	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy050.spr	1			
Tư Mã Thiên Thiên	Tư Mã Thiên Thiên_Chiến đấu	1034		0	5	1				enemy148	0	0	0	0	0	36	36	20	11	10	27		noaction	sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby035.spr	1			
Tư Mã Thiên Thiên	Tư Mã Thiên Thiên_Đối thoại	1035		3	5	2				enemy148	0	0	0	0	0	36	36	20	11	10	27	simaqianqian		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby035.spr	1			
Thanh Y Lão Nhân	Thanh Y Lão Nhân_Điểm Thương Sơn	1036		3	5	2				passerby105	0	0	0	0	0	36	36	20	11	10	27	qingyilaoren		sk	pp	sc	6	6	400	700	510		18	passerby105	1			
Nhị A	Nhị A	1037		3	5	2				enemy137	0	0	0	0	0	36	36	20	11	10	27	erya		sk	pp	sc	6	6	400	700	510		18		1			
Nhị A	Nhị A	1038		0	5	1				enemy137	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18		1			
Lạt Lị Đầu	Lạt Lị Đầu	1039		3	5	2				passerby074	0	0	0	0	0	36	36	20	11	10	27	lailitou		sk	pp	sc	6	6	400	700	510		18		1			
Mã Thiết Tượng	Mã Thiết Tượng_Phong Lăng Độ	1040		3	5	2				passerby098	0	0	0	0	0	36	36	20	11	10	27	matiejiang		sk	pp	sc	6	6	400	700	510		18		1			
Tam Bạng Tử	Tam Bạng Tử_Kê Quán Động	1041		3	5	2				passerby099	0	0	0	0	0	36	36	20	11	10	27	sanpangzi		sk	pp	sc	6	6	400	700	510		18		1			
Ngô Tẩu	Ngô Tẩu_Kê Quán Động	1042		3	5	2				passerby030	0	0	0	0	0	36	36	20	11	10	27	wusao		sk	pp	sc	6	6	400	700	510		18		1			
Ngô Lão Tứ	Ngô Lão Tứ_Kê Quán Động	1043		3	5	2				enemy039	0	0	0	0	0	36	36	20	11	10	27	wulaosi		sk	pp	sc	6	6	400	700	510		18		1			
Ngô Lão Tứ	Ngô Lão Tứ_Kê Quán Động	1044		0	5	1				enemy039	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18		1			
Đệ Tử Hộ Đàn	Đệ Tử Hộ Đàn	1045	Đạo Nhất Thiên Giáo	0	5	1				enemy130	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc	activenormal	singleskillfist	intensity2	sc	6	6	400	700	510		18		1			
Mã Thị	Mã Thị_Điểm Thương Sơn	1046		3	5	2				enemy109	0	0	0	0	0	36	36	20	11	10	27	mashi		sk	pp	sc	6	6	400	700	510		18		1			
Thích Khách Bị Bắt	Thích Khách Bị Bắt	1047		3	5	2				passerby056	0	0	0	0	0	36	36	20	11	10	27	beiqindecike		sk	pp	sc	6	6	400	700	510		18		1			
Tạ Mãn Đình	Tạ Mãn Đình_Đại Lý	1048		3	5	2				passerby049	0	0	0	0	0	36	36	20	11	10	27	xiemanting		sk	pp	sc	6	6	400	700	510		18		1			
Mộc La Sam	Mộc La Sam	1049	Người May Mắn	3	5	2				passerby116	0	0	0	0	0	24	26	20	10	20	27	muluoshan	stup	sk	pp	sc	7	7	400	700	510		18		1			
Phương Trọng Sinh	Phương Trọng Sinh_Đối thoại	1050		3	5	2				enemy063	0	0	0	0	0	36	36	20	11	10	27	fangzhongsheng		sk	pp	sc	6	6	400	700	510		18		1			
Phương Trọng Sinh	Phương Trọng Sinh_Chiến đấu	1051		0	5	1				enemy063	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc	noaction	sk	pp	sc	6	6	400	700	510		18		1			
Tất Toàn	Tất Toàn_Thục Cương Sơn	1052	Đại Tướng Quân	3	5	2				passerby064	0	0	0	0	0	36	36	20	11	10	27	biquan		sk	pp	sc	6	6	400	700	510		18		1			
Đỗ Tân	Đỗ Tân	1053	Quân Y	3	5	2				passerby097	0	0	0	0	0	36	36	20	11	10	27	dubin		sk	pp	sc	6	6	400	700	510		18		1			
Quan Lâm Bệnh	Quan Lâm Bệnh	1054		0	0	1				enemy063	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18		1			
Khán Thủ	Khán Thủ	1055		0	0	1				enemy083	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18		1			
Thất Bộ Xà	Thất Bộ Xà	1056		0	5	1				ani009	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity1	sc	7	7	400	700	510		18	ani009	1	1		
Lãnh Vân	Lãnh Vân_Kiếm Chủng 	1057		3	5	2				enemy078	0	0	0	0	0	36	36	20	11	10	27	lengyun		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\enemy072.spr	1			
Thu Đại Sư	Thu Đại Sư_Long Môn Thạch Quật	1058		3	5	2				passerby105	0	0	0	0	0	36	36	20	11	10	27	qiudashi		sk	pp	sc	6	6	400	700	510		18	\image\item\other\sculpt\passerby110.spr	1			
Phó Soái Thiết Lưu Quân	Phó Soái Thiết Lưu Quân_Kiếm Môn Quan	1059		0	5	1				enemy094	0	0	0	0	0	24	26	20	10	20	27		activenormal2	spearandrangehack	intensity6	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy077.spr	1			
Lò Lửa	Lò Lửa_Kiếm Môn Quan	1060		3	5	2				passerby165	0	0	0	0	0	36	36	20	11	10	27	withprocesstagnpc		sk	pp	sc	6	6	400	700	510		18		1			
Thân Vệ Binh	Thân Vệ Binh_Kiếm Môn Quan	1061		0	5	1				enemy092	0	0	0	0	0	24	26	20	10	20	27		passivenormal2	spearandmeleestab4	intensity3	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy082.spr	1			
Thiết Lưu Quân Tiên Phong	Thiết Lưu Quân Tiên Phong_Kiếm Môn Quan	1062		0	5	1				enemy093	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillarrow	intensity2	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy008.spr	1			
Hộ Quan Nghĩa Quân	Hộ Quan Nghĩa Quân_Kiếm Môn Quan	1063		0	0	1				enemy081	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy118.spr	1			
Đại Trụ	Đại Trụ_Tiến Cúc Động	1064		0	5	1				enemy039	0	0	0	0	0	24	26	20	10	20	27		passivenormal2	fistandrangegas	intensity6	sc	7	7	400	700	510		18	\image\item\other\sculpt\passerby085.spr	1			
Mã Phu	Mã Phu_Long Môn Thạch Quật	1065		0	5	1				enemy125	0	0	0	0	0	24	26	20	10	20	27		activenormal2	swordandselfround	intensity2	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy114.spr	1			
Thiết Dực Đạo Nhân	Thiết Dực Đạo Nhân_Long Môn Thạch Quật	1066		0	5	1				enemy050	0	0	0	0	0	24	26	20	10	20	15		activenormal2	fistandmidpenetrable	intensity5	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy115.spr	1			
Cây	Cây_Tiêu Thạch Cốc	1067		3	5	2				passerby121	0	0	0	0	0	24	26	20	10	20	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy113.spr	1			
Tiêu thạch	Tiêu thạch_Tiêu Thạch Cốc	1068		3	5	2				passerby162	0	0	0	0	0	24	26	20	10	20	27	withprocesstagnpc		sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy120.spr	1			
Môn đồ Thiết Dực	Môn đồ Thiết Dực_Long Môn Thạch Quật	1069		0	5	1				enemy049	0	0	0	0	0	24	26	20	10	20	27		passivenormal2	swordandrangestab	intensity2	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy126.spr	1			
Dương Thiết Tâm	Dương Thiết Tâm_8090	1070		3	5	2				enemy006	0	0	0	0	0	24	26	20	10	20	27	yangtiexin		sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy006.spr	1			
Thạch Hiên Viên	Thạch Hiên Viên_8090	1071		3	5	2				enemy042	0	0	0	0	0	24	26	20	10	20	27	shixuanyuan1		sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy042.spr	1			
Khán Thủ	Khán Thủ_Tiêu Thạch Cốc	1072	Hộ Quan Tống Quân	0	5	1				enemy082	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillspear	intensity1	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy079.spr	1			
Mãng Xà	Mãng Xà_Mãng Xà Động	1073		0	5	1				ani015	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillfist	intensity2	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy057.spr	1			
Bang Chúng Diêm Bang	Bang Chúng Diêm Bang_Hiệp Cốc 2	1074		0	5	1				enemy122	0	0	0	0	0	24	26	20	10	20	27		activenormal2	bladeandrangehack	intensity2	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy035.spr	1			
Thiết Y Vệ	Thiết Y Vệ_Hiệp Cốc 3	1075		0	5	1				enemy133	0	0	0	0	0	24	26	20	10	20	27		activenormal2	meleehack2andrange	intensity3	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy025.spr	1			
Hoàn Nhan Tương	Hoàn Nhan Tương_Hiệp Cốc 3	1076		0	0	1				enemy048	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy048.spr	1			
Tiêu Dao Tử	Tiêu Dao Tử_Thiên Long Tự	1077		0	5	1				boss020	0	0	0	0	0	24	26	20	10	20	12		passivenormal2	fistandsectorgas	intensity7	sc	7	7	400	700	510		18		1			
Lạc Đà	Lạc Đà_Chiến đấu	1078		0	5	1				critter038	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
Lạc Đà	Lạc Đà_Đối thoại	1079		3	5	2				critter038	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy122.spr	1			
Ma Ma Nhĩ	Ma Ma Nhĩ_Thiên Long Tự	1080		3	5	2				critter043	0	0	0	0	0	24	26	20	10	20	27	momoer	stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy113.spr	1			
Phương Viên Viên	Phương Viên Viên_Long Môn Thạch Quật	1081	Ảnh Tử Hội	0	5	1				enemy117	0	0	0	0	0	24	26	20	10	20	18		passivenormal2	swordandrangestab	intensity6	sc	7	7	400	700	510		18		1			
Trác Mộc Á	Trác Mộc Á	1082	Ảnh Tử Hội	0	5	1				enemy123	0	0	0	0	0	24	26	20	10	20	18		passivenormal2	arrowandsectordart	intensity5	sc	7	7	400	700	510		18		1			
Lôi Lão Cửu	Lôi Lão Cửu	1083	Nghĩa Quân	3	5	2				critter037	0	0	0	0	0	24	26	20	10	20	27	leilaojiu	stup	sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy062.spr	1			
Đại Điêu	Đại Điêu	1084		3	5	2				critter017	0	0	0	0	0	24	26	20	10	20	27		stup	sk	pp	sc	7	7	400	700	510		18		1	3		
Lý Học Sĩ	Lý Học Sĩ_Chiến đấu	1085		0	5	1				enemy159	0	0	0	0	0	24	26	20	10	20	27		activenormal	singleskillmidrange	intensity8	sc	7	7	400	700	510		18		1	3		
Cẩm Y Vệ	Cẩm Y Vệ_Bang Nguyên Bí Động	1086		0	5	1				enemy077	0	0	0	0	0	24	26	20	10	20	27		activenormal2	bladeandrangehack2	intensity2	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy061.spr	1			
Khâm Thiên Giám	Khâm Thiên Giám	1087		3	5	2				passerby101	0	0	0	0	0	24	26	20	10	20	27	qintianjian		sk	pp	sc	7	7	400	700	510		18	passerby101	1			
Cổ Yên Nhiên	Cổ Yên Nhiên_8090	1088		3	5	2				enemy024	0	0	0	0	0	24	26	20	10	20	27	guyanran		sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy128.spr	1			
Lý Học Sĩ	Lý Học Sĩ_Đối thoại	1089		3	5	2				enemy159	0	0	0	0	0	24	26	20	10	20	27	lixueshi	stup	sk	pp	sc	7	7	400	700	510		18		1			
Thống Lĩnh Thiết Y Vệ	Thống Lĩnh Thiết Y Vệ_Hiệp Cốc 	1090		0	5	1				enemy046	0	0	0	0	0	24	26	20	10	20	27		activenormal2	swordandselfround	intensity6	sc	7	7	400	700	90		18	\image\item\other\sculpt\passerby070.spr	1			
Thống Lĩnh Kỵ Binh	Thống Lĩnh Kỵ Binh_Kiếm Môn Quan	1091		0	5	1				enemy094	0	0	0	0	0	24	26	20	24	26	27		passivenormal2	spearandrangehack	intensity5	sc	7	7	400	700	90		18	\image\item\other\sculpt\enemy122.spr	1			
Thống Lĩnh Khán Thủ	Thống Lĩnh Khán Thủ_Hoàng Lăng Tây Hạ	1092		0	5	1				enemy094	0	0	0	0	0	24	26	20	24	26	27		passivenormal2	spearandrangehack	intensity5	sc	7	7	400	700	90		18	\image\item\other\sculpt\enemy050.spr	1			
Bia đá cũ	Bia đá cũ_Mãng Xà Động	1093		3	5	2				passerby158	0	0	0	0	0	24	26	20	24	26	27			sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy054.spr	1			
Hành Cước Thương	Hành Cước Thương	1094		3	5	2				passerby065	0	0	0	0	0	24	26	20	24	26	27	xingjiaoshang		sk	pp	sc	7	7	400	700	510		18	passerby065	1			
Nhậm Ngọc Anh	Nhậm Ngọc Anh_Kê Quán Động (Đối thoại)	1095	Thánh Nữ	3	5	2				enemy144	0	0	0	0	0	24	26	20	24	26	27	renyuying		sk	pp	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy128.spr	1			
Nhậm Ngọc Anh	Nhậm Ngọc Anh_Kê Quán Động (Chiến đấu)	1096	Thánh Nữ	0	5	1				enemy144	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity5	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy128.spr	1			
La Thành	La Thành	1097	Đệ Tử Ngũ Độc Giáo	3	5	2				passerby068	0	0	0	0	0	24	26	20	24	26	27	luocheng	stup	sk	pp	sc	7	7	400	700	510		18		1			
Hắc Hổ	Hắc Hổ	1098	Thủ Lĩnh Phỉ Doanh	0	5	1				enemy084	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity5	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy077.spr	1			
Hắc Hổ Thủ Hạ	Hắc Hổ Thủ Hạ	1099		0	5	1				enemy081	0	0	0	0	0	24	26	20	24	26	27		activenormal	singleskillfist	intensity2	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy083.spr	1			
Mao Đại	Mao Đại	1100	Hiệu Úy	0	5	1				enemy084	0	0	0	0	0	24	26	20	24	26	27		passivenormal	singleskillfist	intensity4	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy099.spr	1			
Mao Nhị	Mao Nhị	1101	Hiệu Úy	0	5	1				enemy077	0	0	0	0	0	24	26	20	24	26	27		passivenormal	singleskillfist	intensity5	sc	7	7	400	700	510		18	\image\item\other\sculpt\enemy120.spr	1			
